1,6.2338
2,5.5418
3,5.1258
4,4.9097
5,4.7643
6,4.6543
7,4.5654
8,4.4908
9,4.4274
10,4.3723
11,4.3245
12,4.2809
13,4.2418
14,4.2059
15,4.1726
16,4.1415
17,4.1135
18,4.0873
19,4.0620
20,4.0390
21,4.0175
22,3.9962
23,3.9771
1,3.9765
2,3.9413
3,3.9246
4,3.9088
5,3.8937
6,3.8793
7,3.8657
8,3.8534
9,3.8405
10,3.8284
11,3.8155
12,3.8053
13,3.7948
14,3.7847
15,3.7738
16,3.7654
17,3.7558
18,3.7463
19,3.7394
20,3.7311
21,3.7244
22,3.7165
23,3.7088
24,3.7034
25,3.6933
26,3.6900
27,3.6829
28,3.6773
29,3.6693
30,3.6648
31,3.6629
32,3.6539
33,3.6461
34,3.6417
35,3.6396
36,3.6331
37,3.6289
38,3.6258
39,3.6210
40,3.6159
41,3.6127
42,3.6075
43,3.6049
44,3.6027
45,3.5975
46,3.5951
47,3.5907
48,3.5878
49,3.5837
50,3.5840
51,3.5781
52,3.5775
53,3.5716
54,3.5718
55,3.5702
56,3.5662
57,3.5670
58,3.5586
59,3.5559
60,3.5573
61,3.5572
62,3.5498
63,3.5473
64,3.5466
65,3.5430
66,3.5432
67,3.5447
68,3.5398
69,3.5414
70,3.5392
71,3.5386
72,3.5355
73,3.5312
74,3.5286
75,3.5287
76,3.5296
77,3.5294
78,3.5228
79,3.5204
80,3.5200
81,3.5239
82,3.5230
83,3.5171
84,3.5162
85,3.5166
86,3.5139
87,3.5115
88,3.5181
89,3.5162
90,3.5106
91,3.5187
92,3.5055
93,3.5092
94,3.5072
95,3.5057
96,3.5102
97,3.5255
98,3.5083
99,3.5041
100,3.5032
101,3.4994
102,3.4950
103,3.4967
104,3.5024
105,3.5109
106,3.5291
107,3.4971
108,3.4935
109,3.4896
110,3.5017
111,3.4987
112,3.4911
113,3.5098
114,3.5087
115,3.4959
116,3.4859
117,3.4860
118,3.4900
119,3.5016
120,3.4948
121,3.4886
122,3.5001
123,3.4881
124,3.4833
125,3.4853
126,3.4859
127,3.5050
128,3.4919
129,3.4889
130,3.4879
131,3.5075
132,3.5025
133,3.4867
134,3.4824
135,3.4884
136,3.4922
137,3.5050
138,3.4927
139,3.4857
140,3.4856
141,3.4861
142,3.5017
143,3.4854
144,3.4831
145,3.4976
146,3.4804
147,3.4819
148,3.4852
149,3.5020
150,3.5049
151,3.4801
152,3.4779
153,3.4722
154,3.4752
155,3.4826
156,3.4797
157,3.4779
158,3.4842
159,3.4848
160,3.4808
161,3.5138
162,3.4938
163,3.4757
164,3.4851
165,3.4934
166,3.4892
167,3.4820
168,3.4899
169,3.4844
170,3.4814
171,3.4959
172,3.5089
173,3.4736
174,3.4824
175,3.4844
176,3.4790
177,3.4892
178,3.4821
179,3.5124
180,3.4939
181,3.4876
182,3.4791
183,3.4852
184,3.4827
185,3.4786
186,3.4841
187,3.4926
188,3.4896
189,3.4809
190,3.4795
191,3.4941
192,3.4906
193,3.5218
194,3.4961
195,3.4808
196,3.4699
197,3.4975
198,3.4857
199,3.4888
200,3.4925
201,3.4990
202,3.4956
203,3.4814
204,3.4866
205,3.4938
206,3.4895
